A000062,A000186,B000384,B000399,B000816,B000820,B000823,B001177,B001180,B001208,C000021,C000128,C000154,C000221,C000317,C000338,C000506,C000684,C000774,D000360,D000456,D000516,D000585,E000018,E000037,E000112,F000081,F000190,F000356,F000401,G000131,G000205,G000418,H000385,H000495,H000502,H000559,H000598,H000679,H000720,H000953,H000975,I000050,J000093,J000127,J000160,J000195,K000044,K000082,K000144,K000176,K000292,L000070,L000224,L000394,L000428,M000053,M000086,M000177,M000279,M000308,M000315,M000332,M000438,M000499,M000559,M000771,M000859,M000878,M001014,M001078,M001108,N000023,N000116,O000032,O000088,P000100,R000317,R000536,S000021,S000138,S000214,S000505,S000553,S000590,S000639,S000701,S000852,T000009,T000259,T000289,U000015,V000025,W000190,W000269,W000344,W000465,W000518,Y000047,date,isAmendment,requires,result,title
Yea,Nay,Nay,Present,Present,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,,Nay,Nay,Present,Nay,Yea,Yea,Present,Nay,Nay,Nay,Nay,Yea,Not Voting,Yea,Nay,Yea,Present,Present,Nay,Yea,Nay,Present,Nay,Yea,Yea,Nay,Nay,Yea,Present,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Present,Present,Nay,Present,Yea,Nay,Nay,Nay,Present,Nay,Nay,Yea,Nay,Nay,Not Voting,Nay,Nay,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,,Present,Not Voting,Yea,Present,Present,Nay,Yea,Nay,Not Voting,Present,,Nay,Not Voting,Yea,Present,Yea,Nay,1951-07-11,0,,unknown,hr3790
Nay,Present,Nay,Present,Present,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Present,Present,Nay,Nay,Yea,Present,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Present,Present,Nay,Nay,Nay,Present,Yea,Nay,Nay,Yea,Yea,Nay,Present,Present,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Present,Nay,Yea,Yea,Present,Present,Not Voting,Present,Nay,Nay,Yea,Nay,Present,Nay,Yea,Yea,Yea,Nay,Present,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Present,Not Voting,Nay,Present,Present,Nay,Nay,Nay,Not Voting,Nay,,Nay,Present,Nay,Present,Nay,Nay,1951-07-11,0,,unknown,hr3790
Present,Nay,Nay,Present,Present,Yea,Yea,Nay,Yea,Present,Nay,Nay,Nay,Not Voting,,Nay,Present,Present,Nay,Yea,Present,Present,Nay,Nay,Nay,Present,Yea,Not Voting,Nay,Present,Nay,Present,Present,Nay,Yea,Nay,Present,Nay,Present,Nay,Present,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Present,Nay,Yea,Nay,Nay,Nay,Present,Nay,Present,Nay,Nay,Nay,Nay,Present,Nay,Present,Present,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Present,Yea,Present,Nay,Yea,,Present,Not Voting,Nay,Nay,Present,Nay,Present,Nay,Present,Nay,,Nay,Nay,Nay,Present,Yea,Nay,1951-07-13,0,,unknown,hr3790
Present,Yea,Yea,Present,Present,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,,Yea,Present,Present,Yea,Nay,Present,Yea,Yea,Yea,Yea,Present,Yea,Not Voting,Yea,Present,Yea,Present,Present,Yea,Nay,Yea,Present,Yea,Present,Yea,Present,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Present,Yea,Yea,Yea,Yea,Present,Yea,Yea,Present,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,,Present,Not Voting,Yea,Yea,Present,Yea,Not Voting,Yea,Not Voting,Present,,Yea,Yea,Yea,Not Voting,Nay,Yea,1951-07-13,0,,unknown,hr3790
Present,Nay,Yea,Nay,Present,Yea,Present,Yea,Yea,Yea,Present,Yea,Yea,Nay,,Nay,Yea,Present,Yea,Yea,Nay,Present,Yea,Yea,Nay,Present,Yea,Yea,Present,Present,Present,Present,Present,Present,Yea,Nay,Present,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Present,Present,Nay,Yea,Yea,Yea,Present,Yea,Present,Yea,Nay,Present,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Present,Present,Nay,Yea,Yea,Present,Yea,,Present,Not Voting,Yea,Yea,Present,Nay,Yea,Nay,Present,Nay,,Yea,Not Voting,Yea,Present,Yea,Yea,1951-07-19,0,,unknown,hr2416
Present,Nay,Present,Present,Present,Yea,Not Voting,Present,Yea,Yea,Present,Yea,Nay,Yea,,Nay,Nay,Present,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Present,Yea,Yea,Yea,Present,Present,Present,Present,Nay,Yea,Nay,Present,Nay,Yea,Yea,Present,Nay,Not Voting,Present,Nay,Nay,Nay,Present,Yea,Nay,Nay,Yea,Yea,Present,Present,Present,Nay,Nay,Present,Not Voting,Present,Not Voting,Present,Nay,Nay,Present,Yea,Nay,Present,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Not Voting,Nay,Nay,Nay,Yea,,Present,Not Voting,Yea,Present,Present,Nay,Yea,Yea,Present,Nay,,Present,Present,Present,Present,Yea,Nay,1951-07-20,0,,unknown,hr3282
Nay,Nay,Not Voting,Nay,Yea,Yea,Yea,Present,Yea,Yea,Present,Yea,Present,Present,,Nay,Nay,Not Voting,Yea,Yea,Yea,Present,Yea,Nay,Yea,Nay,Yea,Present,Yea,Not Voting,Present,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Not Voting,Yea,Yea,Present,Nay,Nay,Nay,Present,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Not Voting,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Present,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Present,,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Not Voting,Nay,,Present,Present,Nay,Nay,Yea,Nay,1951-07-25,0,,unknown,hr3973
Nay,Nay,Not Voting,Nay,Yea,Yea,Yea,Present,Yea,Yea,Present,Yea,Present,Present,,Nay,Nay,Not Voting,Yea,Yea,Yea,Yea,Present,Nay,Yea,Nay,Yea,Present,Yea,Not Voting,Present,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Not Voting,Yea,Yea,Present,Nay,Nay,Nay,Present,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Not Voting,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Present,Yea,Nay,Yea,Nay,Nay,Nay,Not Voting,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Present,,Present,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Not Voting,Nay,,Present,Present,Yea,Nay,Yea,Nay,1951-07-25,0,,unknown,hr3973
Yea,Yea,Nay,Yea,Nay,Nay,Nay,Present,Nay,Nay,Present,Nay,Yea,Present,,Yea,Yea,Yea,Nay,Nay,Nay,Present,Nay,Yea,Nay,Yea,Nay,Present,Nay,Not Voting,Present,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Not Voting,Nay,Nay,Present,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Not Voting,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Present,Nay,Yea,Nay,Yea,Yea,Present,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Yea,,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Present,Not Voting,Yea,,Nay,Present,Nay,Yea,Nay,Yea,1951-07-26,0,,unknown,hr3973
Nay,Nay,Yea,Present,Yea,Yea,Yea,Present,Yea,Yea,Present,Nay,Nay,Present,,Not Voting,Nay,Nay,Nay,Yea,Yea,Present,Nay,Nay,Nay,Nay,Yea,Present,Yea,Not Voting,Present,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Not Voting,Nay,Yea,Present,Nay,Nay,Nay,Not Voting,Nay,Nay,Present,Yea,Nay,Nay,Yea,Not Voting,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Present,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Present,Not Voting,Nay,,Yea,Present,Nay,Present,Yea,Nay,1951-07-26,0,,unknown,hr3973
Nay,Nay,Yea,Yea,Present,Yea,Yea,Present,Yea,Yea,Present,Yea,Yea,Present,,Nay,Nay,Nay,Yea,Yea,Yea,Present,Yea,Nay,Yea,Nay,Yea,Present,Yea,Not Voting,Present,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,Present,Yea,Nay,Nay,Not Voting,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Not Voting,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Present,Yea,Yea,Yea,Nay,Nay,Not Voting,Nay,Yea,Yea,Present,Yea,Yea,Nay,Yea,Yea,,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Present,Not Voting,Nay,,Yea,Present,Yea,Yea,Yea,Nay,1951-07-26,0,,unknown,hr3973
Nay,Nay,Yea,Nay,Yea,Yea,Yea,Present,Yea,Yea,Present,Yea,Nay,Present,,Nay,Nay,Nay,Nay,Yea,Yea,Present,Yea,Nay,Nay,Not Voting,Yea,Present,Yea,Present,Present,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Present,Nay,Yea,Present,Yea,Nay,Nay,Not Voting,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Present,Nay,Nay,Yea,Nay,Present,Nay,Nay,Nay,Nay,Present,Nay,Nay,Yea,Nay,Nay,Not Voting,Nay,Yea,Yea,Present,Nay,Yea,Nay,Yea,Nay,,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Present,Not Voting,Nay,,Yea,Present,Yea,Nay,Yea,Nay,1951-07-26,0,,unknown,hr3973
Nay,Nay,Yea,Nay,Present,Yea,Present,Present,Yea,Present,Present,Present,Yea,Present,,Nay,Nay,Nay,Nay,Yea,Yea,Present,Yea,Nay,Nay,Nay,Yea,Present,Yea,Present,Present,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Present,Nay,Yea,Present,Nay,Nay,Nay,Not Voting,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Present,Nay,Nay,Yea,Nay,Present,Yea,Yea,Nay,Nay,Present,Yea,Yea,Present,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Present,Nay,Nay,Nay,Yea,Yea,,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Present,Not Voting,Nay,,Yea,Present,Yea,Yea,Yea,Nay,1951-07-26,0,,unknown,hr3973
Yea,Not Voting,Nay,Yea,Present,Yea,Yea,Not Voting,Yea,Present,Present,Yea,Yea,Present,,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Present,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Present,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,,Yea,Yea,Not Voting,Yea,Nay,Yea,1951-07-27,0,,unknown,hr3973
Yea,Present,Yea,Nay,Present,Yea,Yea,Present,Yea,Yea,Present,Yea,Nay,Present,,Not Voting,Nay,Nay,Nay,Yea,Yea,Present,Yea,Nay,Nay,Present,Yea,Present,Yea,Present,Present,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Present,Nay,Yea,Present,Nay,Nay,Not Voting,Present,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Present,Nay,Nay,Present,Nay,Nay,Present,Yea,Nay,Nay,Present,Yea,Nay,Yea,Nay,Yea,Present,Present,Yea,Yea,Nay,Nay,Nay,Nay,Present,Not Voting,,Yea,Not Voting,Yea,Nay,Nay,Yea,Yea,Present,Not Voting,Nay,,Yea,Present,Yea,Present,Yea,Nay,1951-07-27,0,,unknown,hr3282
Nay,Present,Yea,Nay,Present,Present,Yea,Present,Yea,Present,Present,Present,Nay,Present,,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Present,Present,Present,Present,Yea,Nay,Nay,Yea,Not Voting,Yea,Nay,Nay,Yea,Present,Nay,Yea,Present,Yea,Nay,Present,Present,Yea,Nay,Nay,Present,Nay,Nay,Yea,Present,Nay,Yea,Present,Present,Present,Present,Yea,Nay,Nay,Present,Yea,Nay,Nay,Nay,Yea,Present,Present,Yea,Yea,Nay,Nay,Present,Nay,Nay,Present,,Present,Yea,Yea,Nay,Present,Nay,Yea,Present,Not Voting,Nay,,Yea,Present,Yea,Present,Yea,Yea,1951-07-27,0,,unknown,hr3282
Yea,Present,Yea,Nay,Present,Yea,Yea,Present,Yea,Yea,Present,Present,Yea,Present,,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Present,Yea,Present,Present,Present,Nay,Nay,Yea,Not Voting,Yea,Nay,Nay,Yea,Present,Yea,Nay,Present,Yea,Nay,Not Voting,Present,Yea,Nay,Nay,Present,Nay,Nay,Yea,Present,Nay,Yea,Present,Present,Present,Not Voting,Yea,Nay,Nay,Present,Yea,Nay,Nay,Nay,Yea,Present,Not Voting,Yea,Yea,Nay,Nay,Present,Nay,Nay,Yea,,Present,Yea,Yea,Nay,Nay,Yea,Yea,Present,Not Voting,Nay,,Yea,Present,Yea,Yea,Yea,Yea,1951-07-27,0,,unknown,hr3282
Yea,Present,Yea,Nay,Present,Yea,Yea,Present,Yea,Yea,Present,Yea,Yea,Present,,Nay,Nay,Present,Yea,Yea,Yea,Present,Yea,Yea,Nay,Nay,Yea,Present,Yea,Present,Present,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Present,Nay,Yea,Present,Yea,Nay,Not Voting,Present,Yea,Nay,Nay,Present,Yea,Nay,Yea,Present,Not Voting,Yea,Present,Present,Yea,Not Voting,Yea,Nay,Yea,Present,Yea,Yea,Nay,Nay,Yea,Present,Not Voting,Yea,Yea,Nay,Nay,Present,Nay,Not Voting,Yea,,Yea,Not Voting,Yea,Present,Nay,Yea,Yea,Present,Not Voting,Nay,,Yea,Present,Yea,Yea,Yea,Yea,1951-07-27,0,,unknown,hr3282
Yea,Present,Yea,Yea,Present,Present,Present,Present,Yea,Present,Present,Present,Yea,Present,,Yea,Yea,Present,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Present,Yea,Present,Present,Present,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Present,Yea,Yea,Present,Yea,Yea,Present,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Present,Present,Yea,Yea,Yea,Yea,Present,Present,Present,Yea,,Yea,Yea,Yea,Present,Yea,Yea,Yea,Present,Not Voting,Yea,,Present,Present,Yea,Yea,Yea,Yea,1951-07-27,0,,unknown,hr3282
Yea,Present,Nay,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Yea,,Not Voting,Present,Yea,Nay,Nay,Yea,Nay,Nay,Present,Nay,Yea,Nay,Not Voting,Not Voting,Yea,Present,Yea,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Nay,Nay,Present,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Present,Nay,Nay,Nay,Not Voting,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Not Voting,Nay,Yea,Nay,Present,Nay,Nay,,Present,Nay,Nay,Nay,Yea,Yea,Present,Nay,Yea,Present,,Nay,Nay,Nay,Yea,Nay,Yea,1951-08-02,0,,unknown,s719
Yea,Present,Nay,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Nay,,Not Voting,Not Voting,Yea,Nay,Nay,Yea,Nay,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Not Voting,Yea,Not Voting,Nay,Yea,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Present,Nay,Nay,Nay,Not Voting,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Nay,Nay,,Present,Nay,Nay,Yea,Yea,Yea,Not Voting,Yea,Present,Yea,,Nay,Nay,Nay,Nay,Nay,Yea,1951-08-02,0,,unknown,s719
Nay,Present,Yea,Nay,Yea,Yea,Yea,Present,Yea,Not Voting,Not Voting,Yea,Yea,Yea,,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,Nay,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Yea,Nay,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Present,Yea,Yea,Yea,Present,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Not Voting,Yea,Nay,Yea,Not Voting,Yea,Yea,,Present,Yea,Yea,Yea,Nay,Nay,Not Voting,Yea,Present,Nay,,Yea,Yea,Yea,Nay,Yea,Nay,1951-08-02,0,,unknown,s719
Yea,Present,Present,Present,Present,Present,Present,Present,Yea,Present,Nay,Present,Yea,Yea,,Present,Yea,Present,Present,Present,Yea,Yea,Present,Present,Present,Yea,Yea,Present,Present,Nay,Nay,Not Voting,Yea,Nay,Yea,Present,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Present,Present,Yea,Present,Yea,Present,Present,Yea,Yea,Present,Yea,Yea,Yea,Not Voting,Present,Present,Present,Present,Present,Present,Yea,Nay,Present,Nay,Yea,Present,Present,Yea,Present,Not Voting,Present,Yea,Present,Present,Yea,Nay,Yea,Yea,,Present,Yea,Yea,Nay,Present,Nay,Nay,Yea,Present,Yea,,Yea,Nay,Yea,Yea,Yea,Present,1951-08-10,0,,unknown,sres119
Present,Present,Yea,Yea,Yea,Present,Yea,Present,Not Voting,Yea,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,Nay,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Present,Present,Nay,Nay,Not Voting,Present,Nay,Nay,Yea,Present,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Present,Present,Nay,Present,Nay,Yea,Not Voting,Yea,Yea,Yea,Nay,Yea,Nay,,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Present,Nay,,Not Voting,Nay,Not Voting,Present,Yea,Not Voting,1951-08-14,0,,unknown,
Present,Present,Yea,Yea,Yea,Present,Yea,Present,Not Voting,Yea,Nay,Nay,Nay,Yea,,Nay,Nay,Nay,Nay,Not Voting,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Present,Present,Nay,Nay,Not Voting,Present,Nay,Nay,Nay,Present,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Present,Present,Nay,Present,Nay,Yea,Present,Nay,Yea,Yea,Nay,Yea,Nay,,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Present,Nay,,Not Voting,Nay,Not Voting,Present,Yea,Not Voting,1951-08-14,0,,unknown,hr4386
Present,Present,Yea,Yea,Yea,Yea,Yea,Present,Not Voting,Yea,Nay,Nay,Nay,Yea,,Nay,Nay,Nay,Nay,Present,Yea,Present,Yea,Nay,Yea,Nay,Yea,Yea,Present,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,Yea,Present,Present,Nay,Nay,Nay,Present,Nay,Nay,Yea,Present,Nay,Yea,Nay,Nay,Nay,Yea,Present,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Present,Present,Yea,Present,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,,Nay,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,Present,Nay,,Not Voting,Yea,Yea,Yea,Yea,Not Voting,1951-08-15,0,,unknown,hr4386
Present,Present,Yea,Yea,Present,Yea,Yea,Present,Present,Present,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,Yea,Present,Yea,Present,Nay,Nay,Yea,Nay,Yea,Present,Yea,Nay,Present,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Present,Present,Nay,Nay,Nay,Present,Nay,Nay,Nay,Present,Nay,Yea,Nay,Nay,Nay,Present,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Present,Yea,Yea,Present,Nay,Present,Nay,Yea,Nay,Present,Nay,Present,Nay,Yea,Nay,,Nay,Yea,Yea,Present,Not Voting,Nay,Present,Yea,Present,Nay,,Present,Yea,Nay,Yea,Yea,Present,1951-08-15,0,,unknown,hr4386
Present,Present,Yea,Yea,Present,Yea,Yea,Present,Not Voting,Present,Nay,Nay,Nay,Yea,,Nay,Nay,Nay,Nay,Present,Yea,Present,Yea,Nay,Nay,Nay,Yea,Present,Yea,Nay,Present,Not Voting,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Present,Present,Nay,Nay,Nay,Present,Nay,Nay,Yea,Present,Nay,Yea,Nay,Nay,Nay,Present,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Present,Yea,Yea,Present,Nay,Present,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,,Nay,Yea,Yea,Present,Not Voting,Nay,Present,Yea,Present,Nay,,Present,Yea,Yea,Yea,Yea,Present,1951-08-15,0,,unknown,hr4386
Not Voting,Present,Nay,Nay,Present,Yea,Nay,Not Voting,Not Voting,Present,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Present,Nay,Not Voting,Yea,Yea,Yea,Yea,Nay,Present,Yea,Yea,Present,Not Voting,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Present,Present,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Present,Present,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Nay,Not Voting,Yea,Present,Yea,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Yea,,Yea,Yea,Yea,Present,Not Voting,Yea,Present,Yea,Not Voting,Yea,,Present,Yea,Yea,Yea,Nay,Not Voting,1951-08-15,0,,unknown,hr4386
Not Voting,Present,Yea,Yea,Not Voting,Nay,Present,Yea,Nay,Yea,Nay,Yea,Yea,Yea,,Nay,Present,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Present,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Present,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Present,Nay,Present,Yea,Present,Present,Nay,Nay,Nay,Present,Nay,Nay,Nay,Yea,,Nay,Yea,Nay,Nay,Nay,Yea,Present,Nay,Present,Nay,,Yea,Yea,Yea,Yea,Yea,Present,1951-08-21,0,,unknown,s241
Not Voting,Present,Yea,Yea,Not Voting,Nay,Present,Not Voting,Not Voting,Nay,Nay,Yea,Yea,Yea,,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Present,Yea,Nay,Yea,Yea,Not Voting,Present,Yea,Present,Nay,Nay,Yea,Present,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Present,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Not Voting,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Present,Nay,Present,Yea,Present,Present,Nay,Nay,Present,Present,Not Voting,Yea,Nay,Yea,,Nay,Yea,Yea,Nay,Nay,Yea,Present,Nay,Present,Nay,,Yea,Yea,Yea,Present,Yea,Present,1951-08-21,0,,unknown,s241
Present,Present,Yea,Nay,Present,Yea,Present,Yea,Yea,Present,Yea,Not Voting,Yea,Yea,,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Present,Yea,Present,Yea,Yea,Yea,Yea,Present,Nay,Yea,Yea,Yea,Present,Yea,Present,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Present,Yea,Yea,Yea,Yea,Yea,Present,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Present,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,1951-08-22,0,,unknown,s4521
Yea,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Yea,,Yea,Yea,Not Voting,Yea,Yea,Yea,1951-08-23,0,,unknown,hconres140
